course_number,course_name,unit,section,day,start_time,end_time,location,classroom,instructor,course_rate
09445,Undergraduate Research,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Stump, Karen",
09455,Honors Thesis,"6,15",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Stump, Karen",
09509,Physical Chemistry of Macromolecules,9,A,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",HH  B103,"Kowalewski, Tomasz",4.285714286
09518,Bioorganic Chemistry: Nucleic Acids and Carbohydrates,9,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",PH  A21A,"Ly, Danith",4.23625
09521,Metals in Biology: Function and Reactivity,6,A2,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  355,"Guo, Yisong",
09522,Kinetics and Mechanisms of Enzymatic Reactions,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  348,"Collins, Terrence Ryabov, Aleksandr",
09529,Introduction to Sustainable Energy Science,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  355,"Jin, Rongchao",3.5
09536,Transition Metal Catalysis for Organic and Polymer Synthesis,9,A,MW,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",SH  208,"Noonan, Kevin",3.75
09603,Mathematical Analysis for Chemistry,6,A1,MW,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",MI  448,"Guo, Yisong",4.3775
09700,Introduction to Research,3,A,TR,08:30AM,09:20AM,"Pittsburgh, Pennsylvania",MI  355,"Peteanu, Linda",4.5
09711,Physical Organic Chemistry,12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",WEH 5320,"Graul, Susan",4.287777778
09715,Physical Chemistry of Macromolecules,12,A,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",HH  B103,"Kowalewski, Tomasz",4.06
09718,Bioorganic Chemistry: Nucleic Acids and Carbohydrates,12,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",WEH 5312,"Ly, Danith",4.5825
09721,Metals in Biology: Function and Reactivity,6,A2,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  448,"Ly, Danith",4.6
09722,Kinetics and Mechanisms of Enzymatic Reactions,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  348,"Collins, Terrence Ryabov, Aleksandr",4.73625
09729,Introduction to Sustainable Energy Science,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  355,"Jin, Rongchao",4.85
09733,Chemistry and Light,12,A,MW,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",MI  355,"Bernhard, Stefan",4.166666667
09736,Transition Metal Catalysis for Organic and Polymer Synthesis,12,A,MW,05:00PM,06:20PM,"Pittsburgh, Pennsylvania",SH  208,"Noonan, Kevin",4.96
09851,Independent Study,"6-15,18",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Freeland, Rebecca",
09861,Chemical Research,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Freeland, Rebecca",
09871,Doctoral Dissertation,5,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Freeland, Rebecca",
09911,Graduate Seminar,1,A,F,09:00AM,10:50AM,"Pittsburgh, Pennsylvania",MI  348,"Jin, Rongchao",
09912,Current Research in Chemistry,1,A,W,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",MI  SOCIAL,"Yaron, David",
09931,Graduate Teaching I,"12,24",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Stump, Karen",
09990,Internship,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Freeland, Rebecca",
86631,Neural Data Analysis,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MI  130,"Chase, Steven",4.966
86700,Reading and Research in Computational Neuroscience,3-60,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Stupka, Melissa",
86800,PhD Thesis Research,6-60,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Stupka, Melissa",
93703,Arts Enterprises:  Management & Structures,12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",HBH 1006,"Crawford, Brett",4.313333333
93717,Writing for Creative Industries,6,A2,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1004,"Rosenberg, Stacy",3.49
93770,Scorsese and his Films,6,A,F,09:30AM,12:20PM,"Pittsburgh, Pennsylvania",PCA 114,"Rauh, Richard",4.25
93808,Exhibitions Management,6,A2,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 2011,"Coltin, Jerry",3.455
93811,Producing a Performing Arts Season,6,A2,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1007,"Crawford, Brett",4.1925
93813,Arts Facilities Management,6,A2,R,04:30PM,07:20PM,"Pittsburgh, Pennsylvania",OFF CAMP,"Mcmahon, J",4.096666667
93814,Galleries and Auction Houses: Economics of the Art Market,6,A1,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 2011,"Coltin, Jerry",4.03
93817,Experience Design for Cultural Institutions,3,A2,F,02:00PM,04:50PM,"Pittsburgh, Pennsylvania",TBA,TBA,
93828,Advanced Topics in Fundraising,6,A2,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1004,"McMahon, James",4.5075
93831,Law and the Arts,12,A,M,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1006,"Gurwin, David",3.9725
93836,International Perspectives on Managing Arts and Heritage,6,A1,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 2011,"Zan, Luca",4.276666667
93837,Artistic Development in the Music Industry,3,L,TBA,TBA,TBA,"Los Angeles, California",TBA,"Grinberg, Benjamin",3.5
93847,Career & Professional  Development Seminar for Arts Managers,0,A,R,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",HBH 1204,"Heidemann, Kathryn Bowser, Jessica",4.0375
93851,"Film Economics, Marketing & Distribution",12,L,TBA,TBA,TBA,"Los Angeles, California",DNM,"Baker, Jonathan Marzynski, Ashleigh",
93852,Production Management,6,L,TBA,TBA,TBA,"Los Angeles, California",TBA,"Lammi, Edward Harrison, John",3.79
93853,Digital Innovation and Entrepreneurship,6,L,TBA,TBA,TBA,"Los Angeles, California",TBA,"Moczydlowsky, Robert",
93857,Business of Gaming,4,L2,TBA,TBA,TBA,"Los Angeles, California",DNM,"Newman, Holly Boesky, Keith",
93860,The Economy of a Record Label,3,L2,TBA,TBA,TBA,"Los Angeles, California",DNM,"Ben, Alisa",
93861,Script/Story Analysis,6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Green, Daniel",4.495
93862,Digital Strategy,3,L,TBA,TBA,TBA,"Los Angeles, California",DNM,"Christensen, Katherine",
93864,Anatomy of a Song,3,L,TBA,TBA,TBA,"Los Angeles, California",TBA,"Barton, Olivia",
93868,Entertainment Ethics,3,L,TBA,TBA,TBA,"Los Angeles, California",DNM,"Green, Daniel",4.21
93871,Television Business and Legal Affairs,9,L,TBA,TBA,TBA,"Los Angeles, California",DNM,"Lavin, David",4.24
93876,Television Marketing and Advertising,6,L,TBA,TBA,TBA,"Los Angeles, California",DNM,"Franzman, Erin Hollin, Lee",
93879,Navigating the Practical Realities of the Film Industry,3,L,TBA,TBA,TBA,"Los Angeles, California",TBA,"Wagner, Paula",4.06
93887,Practicum I,1,L,TBA,TBA,TBA,"Los Angeles, California",TBA,"Green, Daniel",
93889,Capstone Management Project I,3,L,TBA,TBA,TBA,"Los Angeles, California",DNM,"Green, Daniel",
15050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15051,Discrete Math Primer,1,A1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Sutner, Klaus",3.945
15075,Computer Science Co-Op,0-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15090,Computer Science Practicum,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15104,Introduction to Computing for Creative Practice,10,Lec 1,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",MM  A14,"Dannenberg, Roger",3.735
15110,Principles of Computing,10,W,UTR,10:30AM,11:50AM,"Doha, Qatar",CMB 2035,"Riley, Ryan",3.984761905
15112,Fundamentals of Programming and Computer Science,12,W,UTR,01:30PM,02:50PM,"Doha, Qatar",CMB 2163,"Razak, Saquib",4.426315789
15121,Introduction to Data Structures,10,Lec 1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",WEH 5403,"Reid-Miller, Margaret",3.971923077
15122,Principles of Imperative Computation,10,Lec 1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",DH  2315,"Cervesato, Iliano",4.053333333
15128,Freshman Immigration Course,1,A,T,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TBA,"Cortina, Thomas Carrasquel, Jacobo",3.521
15129,Freshman Immigration II,3,W1,MW,01:30PM,02:50PM,"Doha, Qatar",CMB 1190,"Harras, Khaled",4.281111111
15131,Great Practical Ideas for Computer Scientists,2,A,R,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TBA,"Carrasquel, Jacobo",4.212
15150,Principles of Functional Programming,10,Lec 1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4401,"Brookes, Stephen Kaynar, Zeliha Dilsun",4.015294118
15151,Mathematical Foundations for Computer Science,10,Lec 1,MWF,01:30PM,02:20PM,"Pittsburgh, Pennsylvania",GHC 4401,"Mackey, John",4.14
15210,Parallel and Sequential Data Structures and Algorithms,12,Lec 1,MWF,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4401,"Blelloch, Guy Acar, Umut",3.922702703
15213,Introduction to Computer Systems,12,Lec 1,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",DH  2210,"Bryant, Randal Gibbons, Phillip",4.361388889
15251,Great Ideas in Theoretical Computer Science,12,Lec 1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4401,"Haeupler, Bernhard Ada, Anil",4.126734694
15294,Special Topic: Rapid Prototyping Technologies,5,A1,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",HL  A10,"Touretzky, David",4.3075
15295,Competition Programming and Problem Solving,5,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",WEH 5421,"Sleator, Daniel",4.348709677
15300,Research and Innovation in Computer Science,9,Lec 1,F,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4215,"Mowry, Todd Aldrich, Jonathan",3.834
15312,Foundations of Programming Languages,12,Lec 1,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4307,"Harper, Robert",4.327692308
15317,Constructive Logic,9,Lec 1,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4303,"Crary, Karl",4.0775
15319,Cloud Computing,9,A,T,08:00AM,08:50AM,"Pittsburgh, Pennsylvania",GHC 4307,"Sakr, Majd Goldstein, Seth",3.818421053
15322,Introduction to Computer Music,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 5222,"Stiles, Jesse",3.63125
15330,Introduction to Computer Security,12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",BH  136A,"Parno, Bryan Sekar, Vyas",
15351,Algorithms and Advanced Data Structures,12,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",POS 153,"Ma, Jian",3.616666667
15354,Computational Discrete Mathematics,12,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4307,"Sutner, Klaus",4.67
15381,Artificial Intelligence: Representation and Problem Solving,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4401,"Touretzky, David Fang, Fei",3.84
15394,Intermediate Rapid Prototyping,5,A2,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",HL  A10,"Touretzky, David",4.256666667
15410,Operating System Design and Implementation,15,A,MWF,10:30AM,11:20AM,"Pittsburgh, Pennsylvania",GHC 4215,"Eckhardt, David O\'Hallaron, David",4.582941176
15411,Compiler Design,15,Lec 1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4215,"Hoffmann, Jan Yang, Jean",4.598181818
15412,Operating System Practicum,"9,12",A,MW,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",WEH 5304,"Eckhardt, David",4.44875
15414,Bug Catching: Automated Program Verification,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4211,"Fredrikson, Matthew Goncalves Martins, Ruben Carlos",3.317142857
15415,Database Applications,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4307,"Faloutsos, Christos",4.0865
15418,Parallel Computer Architecture and Programming,12,A,MWF,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4307,"Mowry, Todd Railing, Brian",4.366
15424,Foundations of Cyber-Physical Systems,12,A,TRF,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Platzer, Andre",4.4325
15440,Distributed Systems,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4401,"Agarwal, Yuvraj Berger, Daniel",3.913333333
15445,Database Systems,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",POS MN AUD,"Pavlo, Andrew",4.4
15451,Algorithm Design and Analysis,12,Lec 1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",DH  2210,"Sleator, Daniel Kingsford, Carleton",3.970425532
15455,Undergraduate Complexity Theory,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4215,"Blum, Lenore Blum, Manuel",4.458125
15462,Computer Graphics,12,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4307,"Crane, Keenan",4.065416667
15463,Computational Photography,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4102,"Gkioulekas, Ioannis",4.720909091
15466,Computer Game Programming,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",NSH 3002,"McCann, James",3.91375
15483,"Truth, Justice, and Algorithms",9,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4102,"Procaccia, Ariel",4.88
15487,This course has a new number: 15-330 /18-330  Introduction to Computer Security  This Section Cancelled,12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",SH  125,"Sekar, Vyas Parno, Bryan",4.5125
15503,Introduction to Cryptography,9,L,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4303,"Goyal, Vipul",4.07
15513,Introduction to Computer Systems,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Railing, Brian",4.678823529
15539,Computer Science Pedagogy,12,A,F,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Garrod, Charles Hilton, Michael",3.17
15591,Independent Study in Computer Science,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15592,Independent Study in Computer Science,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15593,Independent Study in Computer Science,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15594,Independent Study in Computer Science,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cortina, Thomas",
15599,SCS Honors Undergraduate Research Thesis,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Blelloch, Guy Cortina, Thomas",
15604,Immigration Course,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Eckhardt, David Dannenberg, Roger",
15605,Operating System Design and Implementation,15,A,MWF,10:30AM,11:20AM,"Pittsburgh, Pennsylvania",GHC 4215,"Eckhardt, David O\'Hallaron, David",4.827222222
15611,Compiler Design,15,Lec 1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",BH  A54,"Hoffmann, Jan Yang, Jean",4.676666667
15612,Operating System Practicum : Operating System Practicum,"9,12",A,MW,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",WEH 5304,"Eckhardt, David",4.73
15614,Bug Catching: Automated Program Verification,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4211,"Fredrikson, Matthew Goncalves Martins, Ruben Carlos",3.965
15615,Database Applications,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4307,"Faloutsos, Christos",4.704
15618,Parallel Computer Architecture and Programming,12,A,MWF,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4307,"Railing, Brian Mowry, Todd",4.661818182
15619,Cloud Computing: Cloud Computing,12,A,T,08:00AM,08:50AM,"Pittsburgh, Pennsylvania",TBA,"Sakr, Majd Goldstein, Seth",4.025952381
15622,Introduction to Computer Music,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 5222,"Stiles, Jesse",4.333333333
15624,Foundations of Cyber-Physical Systems  : Foundations of Cyber-Physical Systems,12,A,TRF,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Platzer, Andre",4.333333333
15640,Distributed Systems,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4401,"Berger, Daniel Agarwal, Yuvraj",4.36
15645,Database Systems  : Database Systems,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",POS MN AUD,"Pavlo, Andrew",4.5175
15649,Seminar Data Systems : Seminar 1This Section Cancelled,VAR,A,R,05:30PM,06:50PM,"Pittsburgh, Pennsylvania",SP  422,"Sakr, Majd",4.647692308
15650,Algorithms and Advanced Data Structures,12,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",POS 153,"Ma, Jian",4.195
15651,Algorithm Design and Analysis,12,Lec 1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",DH  2210,"Kingsford, Carleton Sleator, Daniel",4.451153846
15652,Foundation Programming Languages : Foundation Programming Languages,12,Lec 1,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4307,"Harper, Robert",4
15657,Constructive Logic,9,Lec 1,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4303,"Crary, Karl",4.4
15662,Computer Graphics,12,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4307,"Crane, Keenan",4.622307692
15663,Computational Photography,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4102,"Gkioulekas, Ioannis",4.595
15666,Computer Game Programming,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",NSH 3002,"McCann, James",4.272
15681,Artificial Intelligence: Representation and Problem Solving,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4401,"Touretzky, David Fang, Fei",4.2
15689,Independent Study in the Computer Sciences,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Eckhardt, David Dannenberg, Roger",4.638333333
15697,Graduate Reading and Research,1-48,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Farbacher, Tracy",
15712,Advanced Operating Systems and Distributed Systems This Section Cancelled,12,A,MWF,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4303,"Andersen, David",4.380909091
15740,Computer Architecture: Computer Architecture,12,A,MWF,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4303,"Beckmann, Nathan",3.895555556
15744,Computer Networks : Computer NetworksThis Section Cancelled,12,A,MWF,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4303,TBA,4.26375
15746,Storage Systems: Storage Systems,12,A,MW,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",DH  2210,"Amvrosiadis, Georgios Ganger, Gregory",4.596
15803,CSD PhD Elective,12,A,TBA,TBA,TBA,"Lisbon, Portugal",DNM,TBA,
15804,CSD PhD Elective,12,A,TBA,TBA,TBA,"Lisbon, Portugal",DNM,TBA,
15814,Types and Programming Languages,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4307,"Pfenning, Frank",4.178333333
15821,Mobile and Pervasive Computing,12,A,T,03:00PM,05:50PM,"Pittsburgh, Pennsylvania",GHC 4303,"Siewiorek, Daniel Satyanarayanan, Mahadev",4.49
15824,Foundations of Cyber Physical Systems  : Foundations of Cyber Physical Systems,12,A,TRF,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Platzer, Andre",4.835
15827,Special Topics in Cryptography: Special Topics in Cryptography,12,B,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4303,"Goyal, Vipul",3
15829,Special Topics in Software Systems: Performance Engineering of Software Systems  : PROG NTWKS,12,L,MWF,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4303,"Sherry Martins, Justine",4.9375
15850,Advanced Algorithms  : Advanced Algorithms,12,A,MWF,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4211,"Gupta, Anupam",4.92
15859,Special Topics in Theory:  : Graduate Quantum Computation,12,BB,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4102,"O\'Donnell, Ryan",4.551081081
15862,Computational Photography,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4102,"Gkioulekas, Ioannis",4.78375
15896,"Truth, Justice, and Algorithms: Truth, Justice and Algorithms",12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4102,"Procaccia, Ariel",4.74
15990,Computer Science Colloquium,0,A,TR,03:00PM,05:50PM,"Pittsburgh, Pennsylvania",GHC 4401,TBA,
15996,Introductory Course for CS Doctoral Students (IC),6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Mowry, Todd",
15997,Graduate Reading and Research,1-60,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Mowry, Todd",
15998,Practicum in Computer Science,1-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Mowry, Todd",
51050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
51052,Domestic Study,36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA,
51101,Studio: Survey of Design,9,A,TR,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  A6,"Stadelmeier, Stephen Rohrbach, Stacie",4.183181818
51103,Design Workshop I,3,A,F,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  A6,"Baskinger, Mark",4.325
51121,Visualizing,9,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  A6,"Baskinger, Mark Zywica, Matthew",4.432272727
51171,Placing,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MM  A14,"Brodsky, Charlee Carter, Francis",4.27
51173,Design Center: Human Experience in Design,9,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",MM  A14,"Yasko, Brett",4.35
51221,"Color for Communications, Products, Environments",9,A,TR,01:30PM,03:20PM,"Pittsburgh, Pennsylvania",MM  203,"Mentzer, Mark",4.29
51225,Communications Studio I: Understanding Form & Context,4.5,A1,TR,08:30AM,10:20AM,"Pittsburgh, Pennsylvania",MM  214,"Crowley, Victoria",4.816666667
51227,Prototyping Lab I: Communications,4.5,A1,TR,10:30AM,12:20PM,"Pittsburgh, Pennsylvania",MM  B4,"Twigg, Andrew",4.412857143
51229,Digital Photographic Imaging,9,A,F,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  B3,"Vitone, Dylan",4.6515
51231,Design Center: Calligraphy I,9,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",MM  203,"Rosen, Myrna",4.473333333
51232,Design Center: Calligraphy II,9,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",MM  203,"Rosen, Myrna",4.785714286
51242,How Things Work: Mechanics and Electronics,9,A,TR,01:30PM,03:20PM,"Pittsburgh, Pennsylvania",MM  A11,"Stadelmeier, Stephen",4.241818182
51245,Products Studio I: Understanding Form & Context,4.5,A1,TR,08:30AM,10:20AM,"Pittsburgh, Pennsylvania",MM  212,"Zywica, Matthew",4.44
51247,Prototyping Lab I: Products,4.5,A1,TR,10:30AM,12:20PM,"Pittsburgh, Pennsylvania",WEH 5202,"Sass, Matthew",3.983333333
51261,Design Center: Communication Design Fundmntls: IxD for Communications,9,A,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",CFA 318,TBA,4.455555556
51265,Environments Studio I: Understanding Form & Context,4.5,A1,TR,08:30AM,10:20AM,"Pittsburgh, Pennsylvania",MM  213,"Scupelli, Peter",4.313333333
51267,Prototyping Lab I: Environments,4.5,A1,TR,10:30AM,12:20PM,"Pittsburgh, Pennsylvania",MM  211,"Firos, Daphne",4.118333333
51271,How People Work,9,A,MW,02:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  A11,"Hanington, Bruce",3.411818182
51323,Communications Studio III: Designing for Complex Communication Systems,9,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  211,"Hughes, Kristin",4.315
51324,Basic 3D Prototyping,4.5,A1,F,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",PH  27,"Stygar, Christopher",4.642857143
51327,Design Center: Introduction to Web Design,9,A,MW,01:30PM,03:20PM,"Pittsburgh, Pennsylvania",MM  B3,"Twigg, Andrew",3.81
51331,Design Center: Advanced Calligraphy I,9,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",MM  203,"Rosen, Myrna",4.64625
51332,Design Center: Advanced Calligraphy II,9,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",MM  203,"Rosen, Myrna",5
51341,How Things are Made,9,A,T,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",PH  23,"Chung, Wayne",4.17
51343,Products Studio III: Designing for Complex Products Systems,9,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",PH  27,"Anderson, Eric",4.418
51344,Advanced Digital Prototyping,6,A1,MW,08:30AM,09:50AM,"Pittsburgh, Pennsylvania",BH  140C,"Sass, Matthew Merriman, Thomas",4.253333333
51346,Production Prototyping,6,A2,MW,08:30AM,09:50AM,"Pittsburgh, Pennsylvania",PH  23,"Merriman, Thomas",4.609
51349,Visual Notation/Journaling,9,A,TR,09:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  107,"Mentzer, Mark",4.794
51359,Tools for UX Design,9,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  121,"Chung, Wayne",4.387142857
51363,Environments Studio III: Designing for Complex Environment Systems,9,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  210,"Firos, Daphne",3.635
51367,Design Center: Computational Design Thinking,9,A,MW,09:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  B3,"Shim, Kyuha",3.57
51371,Futures,9,A,F,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  107,"Scupelli, Peter Candy, Stuart",3.346666667
51377,Sensing Environments,9,A,TR,11:30AM,01:20PM,"Pittsburgh, Pennsylvania",MM  107,"Sutika Sipus, Mitchell",2.71
51399,Junior Independent Study,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,4.716666667
51425,Design Center: Beginning Book Arts Lab,6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",MM  B8,"Dicey, Joseph",4.120909091
